seed,replicate,model_name,model_label,condition,drift_strength,auc,brier,event_rate,n_obs
92023,23,boosted_trees,Boosted Trees,global_norm,1.0,0.5896838040576897,0.30066648550119834,0.5146103896103896,616
92023,23,boosted_trees,Boosted Trees,episode_norm,1.0,0.6095713366320965,0.26323483008520326,0.5146103896103896,616
92024,24,boosted_trees,Boosted Trees,leak_free,1.0,0.49403090507726266,0.3510924784148252,0.4460856720827179,677
92024,24,boosted_trees,Boosted Trees,global_norm,1.0,0.49403090507726266,0.3510924784148252,0.4460856720827179,677
92024,24,boosted_trees,Boosted Trees,episode_norm,1.0,0.5086181015452539,0.30403644615375625,0.4460856720827179,677
92025,25,boosted_trees,Boosted Trees,leak_free,1.0,0.6168460209910988,0.31463027535890453,0.5858369098712446,466
92025,25,boosted_trees,Boosted Trees,global_norm,1.0,0.6168460209910988,0.31463027535890453,0.5858369098712446,466
92025,25,boosted_trees,Boosted Trees,episode_norm,1.0,0.5459773387234528,0.2741174741030903,0.5858369098712446,466
92026,26,boosted_trees,Boosted Trees,leak_free,1.0,0.7580567580567581,0.23560077860320897,0.5304878048780488,492
92026,26,boosted_trees,Boosted Trees,global_norm,1.0,0.7580567580567581,0.23560077860320897,0.5304878048780488,492
92026,26,boosted_trees,Boosted Trees,episode_norm,1.0,0.5688908792357068,0.27566972330916856,0.5304878048780488,492
92027,27,boosted_trees,Boosted Trees,leak_free,1.0,0.49111184963627635,0.3543721273641928,0.3912466843501326,754
92027,27,boosted_trees,Boosted Trees,global_norm,1.0,0.49111184963627635,0.3543721273641928,0.3912466843501326,754
92027,27,boosted_trees,Boosted Trees,episode_norm,1.0,0.5370296517853845,0.2660849533785008,0.3912466843501326,754
92028,28,boosted_trees,Boosted Trees,leak_free,1.0,0.594510772341915,0.3009283849862578,0.6348195329087049,471
92028,28,boosted_trees,Boosted Trees,global_norm,1.0,0.594510772341915,0.3009283849862578,0.6348195329087049,471
92028,28,boosted_trees,Boosted Trees,episode_norm,1.0,0.6800478338648208,0.22537536380066078,0.6348195329087049,471
92029,29,boosted_trees,Boosted Trees,leak_free,1.0,0.4715741954274064,0.34004852937670627,0.5909943714821764,533
92029,29,boosted_trees,Boosted Trees,global_norm,1.0,0.4715741954274064,0.34004852937670627,0.5909943714821764,533
92029,29,boosted_trees,Boosted Trees,episode_norm,1.0,0.6483690112130479,0.24952787229015203,0.5909943714821764,533
