seed,replicate,n_episodes,ar_coef,total_features,model_name,model_label,grouped_auc,grouped_brier,random_auc,random_brier,delta_cv,event_rate,n_obs,n_eff,rho_hat,avg_episode_size
19002,2,20,0.9,5,random_forest,Random Forest,0.4711019816037525,0.37033800441217646,0.8951715423334085,0.1344650037643693,0.42406956072965596,0.4217506631299735,377,34.09869848654963,0.5633692134938745,18.85
20000,0,20,0.9,5,xgboost,Boosted Trees,0.6986030359667321,0.28218057722897993,0.8464810587615913,0.16401349011277888,0.14787802279485918,0.4609756097560976,410,34.57335455726924,0.5568637677998945,20.5
20001,1,20,0.9,5,xgboost,Boosted Trees,0.5473209952144428,0.3497682061861583,0.8294975933425301,0.17196868486732483,0.2821765981280874,0.5011600928074246,431,61.79055730974896,0.29076281263988185,21.55
20002,2,20,0.9,5,xgboost,Boosted Trees,0.4572489120678558,0.36557508773876407,0.7582275625103495,0.20195039869237844,0.3009786504424937,0.5718390804597702,348,77.75613774384163,0.21192261809862323,17.4
21000,0,20,0.9,20,logistic,Logistic Regression,0.7117359155275974,0.2479780928942937,0.6868426002569433,0.21723862669323213,-0.02489331527065408,0.41043083900226757,441,40.40053693267826,0.47105446603541523,22.05
21001,1,20,0.9,20,logistic,Logistic Regression,0.5572070132778957,0.25665003486866694,0.5965170402333292,0.2433415992321651,0.03931002695543351,0.4384057971014493,552,59.51985976565999,0.3110607292951858,27.6
21002,2,20,0.9,20,logistic,Logistic Regression,0.6091524488583312,0.29961700413847914,0.699798386388553,0.2165576655335096,0.09064593753022177,0.3827956989247312,465,39.37769989889219,0.4857849033461142,23.25
22000,0,20,0.9,20,random_forest,Random Forest,0.5563701239571746,0.2735288997410204,0.7722588780933779,0.19972397323949617,0.21588875413620334,0.44175824175824174,455,52.06374120283117,0.3558293079630103,22.75
22001,1,20,0.9,20,random_forest,Random Forest,0.4583935270842292,0.252132840646733,0.5980441542391689,0.22363613197178966,0.1396506271549397,0.6464646464646465,297,85.26469600886995,0.17929750877193823,14.85
22002,2,20,0.9,20,random_forest,Random Forest,0.4726346991120329,0.29404379439961775,0.7103330469998629,0.21906094003633783,0.23769834788783,0.42657342657342656,429,36.12798504778089,0.5317580111104527,21.45
23000,0,20,0.9,20,xgboost,Boosted Trees,0.5640471665224998,0.37919495320595104,0.7461917770093871,0.20081712987456038,0.18214461048688735,0.3496932515337423,489,39.923606878917,0.4796755788036235,24.45
23001,1,20,0.9,20,xgboost,Boosted Trees,0.5947928630972342,0.37302769454715895,0.9171563214649844,0.12012197094867076,0.32236345836775016,0.3554603854389722,467,32.4041601572567,0.6000773951691188,23.35
23002,2,20,0.9,20,xgboost,Boosted Trees,0.5474309562027985,0.3804749786481634,0.8595839965577365,0.14541643075655863,0.31215304035493807,0.3082706766917293,532,35.83630052560284,0.5408313421434733,26.6
24000,0,20,0.9,100,logistic,Logistic Regression,0.5139308742935368,0.2348359474893893,0.5765266557556806,0.22042162766968196,0.06259578146214384,0.21907600596125187,671,40.253907161312874,0.48138830526437737,33.55
24001,1,20,0.9,100,logistic,Logistic Regression,0.4999282421314848,0.400876725151803,0.5011396462463954,0.40260750528417244,0.001211404114910608,0.580952380952381,315,69.12671774143568,0.24114229075258622,15.75
24002,2,20,0.9,100,logistic,Logistic Regression,0.7067449290212341,0.27878928512485035,0.6453258379865857,0.31363476658594,-0.061419091034648376,0.4116161616161616,396,34.6256200180992,0.5551392719711994,19.8
25000,0,20,0.9,100,random_forest,Random Forest,0.6537959444880742,0.18143110449530594,0.8850939064531298,0.14030326247185135,0.2312979619650556,0.23755656108597284,442,26.763362011763142,0.7353135046105412,22.1
25001,1,20,0.9,100,random_forest,Random Forest,0.5203688254656617,0.2233094976069845,0.7080873982402699,0.1690188103255045,0.18771857277460824,0.26976744186046514,430,29.202275247732327,0.6695063435517437,21.5
25002,2,20,0.9,100,random_forest,Random Forest,0.608416728336306,0.22953881392769407,0.7172035803472786,0.21294638934569363,0.1087868520109726,0.45476190476190476,420,52.24802870177726,0.3519290396555319,21.0
26000,0,20,0.9,100,xgboost,Boosted Trees,0.5434311745192383,0.32525757280915985,0.7161143277871781,0.2286000568669042,0.17268315326793982,0.48687350835322196,419,52.40168937690569,0.3506729532497851,20.95
26001,1,20,0.9,100,xgboost,Boosted Trees,0.44727519036120295,0.42275911993333004,0.7696778475755383,0.20219202339252015,0.3224026572143353,0.5134408602150538,372,42.60225961229178,0.43931427286188124,18.6
26002,2,20,0.9,100,xgboost,Boosted Trees,0.45590529636494503,0.32347240550679185,0.7003079862467403,0.2289554979598091,0.24440268988179525,0.3925233644859813,535,49.62786344109796,0.3798149276340021,26.75
27000,0,50,0.0,5,logistic,Logistic Regression,0.6874692014700027,0.22605557768303317,0.6929336625993875,0.21768651868797484,0.005464461129384812,0.4168316831683168,1010,81.87211257885484,0.5904329644597784,20.2
27001,1,50,0.0,5,logistic,Logistic Regression,0.7619507200912895,0.20160429134650426,0.7604729685812505,0.19681721112165948,-0.0014777515100390382,0.4239766081871345,1026,95.74931615607508,0.49771932527754426,20.52
27002,2,50,0.0,5,logistic,Logistic Regression,0.6822302618395103,0.2387864082843698,0.6567806875974913,0.2254192687383102,-0.02544957424201899,0.4738636363636364,880,92.41102332241397,0.5134140643744539,17.6
28000,0,50,0.0,5,random_forest,Random Forest,0.5633331064890895,0.2842780319989801,0.8260815764870545,0.1630022468208345,0.262748469997965,0.36118363794604,1149,88.94256187532667,0.5422406536672001,22.98
28001,1,50,0.0,5,random_forest,Random Forest,0.590451411518958,0.28068149935761594,0.7927376374646363,0.1795832190980261,0.20228622594567836,0.38879159369527144,1142,99.79060685318625,0.4782034282958805,22.84
28002,2,50,0.0,5,random_forest,Random Forest,0.5678940838317498,0.28916817602492595,0.7849265636266125,0.18809330856279113,0.21703247979486273,0.48927477017364657,979,98.58764601642658,0.480637797927119,19.58
29000,0,50,0.0,5,xgboost,Boosted Trees,0.6598407588045925,0.2640266473456217,0.8250040176240144,0.1698037628401905,0.16516325881942195,0.44172380019588636,1021,107.80482991642286,0.43619045870943046,20.42
29001,1,50,0.0,5,xgboost,Boosted Trees,0.5172952218971524,0.3171389131931018,0.7692164768345068,0.18937929884380855,0.2519212549373544,0.5614035087719298,855,107.86778257660949,0.43020934223167684,17.1
29002,2,50,0.0,5,xgboost,Boosted Trees,0.6045737810501074,0.28456521497494275,0.7506706031771913,0.19881611120018297,0.14609682212708386,0.4218181818181818,1100,134.6952984656099,0.3412657388408611,22.0
30000,0,50,0.0,20,logistic,Logistic Regression,0.7317150862967964,0.21991166835143747,0.7412885452335072,0.19819960195631134,0.0095734589367108,0.3787195671776375,1109,82.55207631533935,0.5870606402136216,22.18
30001,1,50,0.0,20,logistic,Logistic Regression,0.6710807014339942,0.2471968713963447,0.710120057139164,0.2181376619798501,0.03903935570516981,0.4811111111111111,900,86.82511400653837,0.5509214398444979,18.0
30002,2,50,0.0,20,logistic,Logistic Regression,0.6551530304050052,0.22895792321366257,0.6717861728600271,0.22046829811710275,0.0166331424550219,0.3868274582560297,1078,97.35701355886647,0.48991481523366676,21.56
31000,0,50,0.0,20,random_forest,Random Forest,0.5395651584402592,0.25976368102007147,0.7111887996731449,0.21777641367113074,0.17162364123288565,0.4659735349716446,1058,118.18641601892429,0.39444243146508523,21.16
31001,1,50,0.0,20,random_forest,Random Forest,0.5881505386654226,0.24342824340874167,0.6962634751288682,0.21251148823509627,0.10811293646344566,0.48709315375982043,891,102.09358749658064,0.45941061941516104,17.82
31002,2,50,0.0,20,random_forest,Random Forest,0.5954839531222104,0.24752480115510278,0.6675216412449853,0.22832018401256707,0.07203768812277489,0.45178105994787143,1151,154.25912581010098,0.29343646869788576,23.02
32000,0,50,0.0,20,xgboost,Boosted Trees,0.7508129667711282,0.21648641543861838,0.8297194109077902,0.16811341361722873,0.07890644413666204,0.42613636363636365,1056,99.3893931963522,0.4783735694364079,21.12
32001,1,50,0.0,20,xgboost,Boosted Trees,0.5574208766615282,0.3182663712985989,0.8064338542588695,0.178903485128455,0.2490129775973413,0.3921951219512195,1025,91.971191865736,0.5202458532474256,20.5
32002,2,50,0.0,20,xgboost,Boosted Trees,0.5518644898523537,0.3093384021021354,0.7647867117002832,0.1961109061311926,0.21292222184792953,0.5204918032786885,976,115.73100583679805,0.4013687540705164,19.52
33000,0,50,0.0,100,logistic,Logistic Regression,0.6436042923444184,0.259677431535075,0.6239375162541515,0.2723310920954189,-0.019666776090266902,0.506508875739645,845,101.03961824201399,0.46308529199686155,16.9
